100000,1,82.9457,1
100000,2,40.055238156,1.99988533190159989416656571848
100000,3,28.838371324,2.9996560154268290254719886434
100000,4,22.229732037,3.99931207029319146784018812468
100000,5,18.327479977,4.99885351621367401975248867529
100000,6,15.827171805,5.99828037289674131926631162059
100000,7,14.036256469,6.9975926600463385085504341987
100000,8,12.683047809,7.9967903973618943425094585109
100000,9,11.673707717,8.99587360453832474149749032222
100000,10,10.530980163,9.99484230126602568589078146033
100000,11,12.200469374,10.993696507230882986050346517
100000,12,11.682422832,11.9924362421142713941435431479
100000,13,10.943608862,12.9910615255930483868951341719
100000,14,10.406657236,13.9895723773395719291556815733
100000,15,10.504452402,14.9879688170216809339763130993
100000,16,9.916520241,15.9862508643027219079613132635
100000,17,9.569660143,16.9844185388415169768450141419
100000,18,9.38174572,17.9824718602923958599149045767
100000,19,9.02438016,18.9804108483051869882274331758
100000,20,8.704547702,19.9782355225252103991806507111
