1,3e-06
2,4e-06
3,3e-06
4,3e-06
5,4e-06
6,4e-06
7,5e-06
8,4e-06
9,5e-06
10,6e-06
11,5e-06
12,6e-06
13,6e-06
14,8e-06
15,8e-06
16,9e-06
17,9e-06
18,1e-05
19,1.2e-05
20,1.3e-05
21,1.4e-05
22,1.5e-05
23,1.5e-05
24,1.5e-05
25,1.5e-05
26,1.6e-05
27,1.9e-05
28,1.5e-05
29,1.4e-05
30,1.6e-05
31,1.6e-05
32,1.7e-05
33,2.5e-05
34,1.9e-05
35,2e-05
36,3.6e-05
37,3e-05
38,2.3e-05
39,2.3e-05
40,2.7e-05
41,2.6e-05
42,3.7e-05
43,3e-05
44,3.1e-05
45,3e-05
46,7.1e-05
47,3.5e-05
48,4.3e-05
49,4.2e-05
50,3.7e-05
51,7.3e-05
52,4.3e-05
53,4.3e-05
54,4.4e-05
55,4.3e-05
56,4.5e-05
57,4.9e-05
58,5.6e-05
59,5.3e-05
60,5.5e-05
61,5.7e-05
62,5.8e-05
63,9.3e-05
64,5.9e-05
65,6.2e-05
66,0.0001
67,7.7e-05
68,6.5e-05
69,6.9e-05
70,6.9e-05
71,7.3e-05
72,7.4e-05
73,8.2e-05
74,7.8e-05
75,8e-05
76,8e-05
77,8.3e-05
78,8.5e-05
79,8.8e-05
80,9.3e-05
81,0.000115
82,9.7e-05
83,9.6e-05
84,9.5e-05
85,0.000107
86,0.00011
87,0.000108
88,0.000127
89,0.000125
90,0.00011
91,0.000131
92,0.000143
93,0.00019
94,0.000122
95,0.000128
96,0.000125
97,0.000136
98,0.00015
99,0.000136
100,0.000142
101,0.000137
102,0.000149
103,0.000147
104,0.000147
105,0.000149
106,0.000155
107,0.000162
108,0.000158
109,0.000163
110,0.000165
111,0.00017
112,0.000177
113,0.000197
114,0.000179
115,0.000178
116,0.00019
117,0.000206
118,0.000185
119,0.00019
120,0.000192
121,0.000224
122,0.000222
123,0.000206
124,0.000208
125,0.000235
126,0.000217
127,0.000216
128,0.000322
129,0.000228
130,0.000226
131,0.000247
132,0.000235
133,0.000241
134,0.000267
135,0.000246
136,0.000264
137,0.000286
138,0.000257
139,0.000259
140,0.000335
141,0.000269
142,0.000289
143,0.000276
144,0.00028
145,0.000292
146,0.000283
147,0.000294
148,0.000287
149,0.000299
150,0.000478
151,0.000388
152,0.000488
153,0.000585
154,0.000389
155,0.00036
156,0.000387
157,0.000397
158,0.000371
159,0.00042
160,0.00039
161,0.000372
162,0.000347
163,0.000353
164,0.000416
165,0.000358
166,0.000378
167,0.000379
168,0.00039
169,0.000375
170,0.000388
171,0.000506
172,0.000435
173,0.000445
174,0.000423
175,0.000405
176,0.00045
177,0.000419
178,0.000466
179,0.000427
180,0.000444
181,0.000585
182,0.000625
183,0.000697
184,0.000736
185,0.000659
186,0.000616
187,0.000712
188,0.000708
189,0.000677
190,0.000739
191,0.000785
192,0.000812
193,0.000795
194,0.00072
195,0.000511
196,0.000529
197,0.000523
198,0.000509
199,0.000542
200,0.000515
201,0.000519
202,0.000551
203,0.00149
204,0.000775
205,0.000891
206,0.000755
207,0.000576
208,0.000584
209,0.000559
210,0.000623
211,0.000602
212,0.000663
213,0.000656
214,0.000582
215,0.000605
216,0.000616
217,0.000639
218,0.000607
219,0.000759
220,0.000698
221,0.001034
222,0.000739
223,0.000708
224,0.000775
225,0.000719
226,0.000733
227,0.000692
228,0.001004
229,0.001067
230,0.000736
231,0.000711
232,0.00075
233,0.000757
234,0.000724
235,0.000744
236,0.000721
237,0.0008
238,0.001344
239,0.001105
240,0.001135
241,0.000864
242,0.000827
243,0.000772
244,0.001061
245,0.000865
246,0.001062
247,0.001246
248,0.001235
249,0.000883
250,0.000859
251,0.000904
252,0.001123
253,0.001079
254,0.001011
255,0.000877
256,0.000872
257,0.000877
258,0.000933
259,0.000928
260,0.001014
261,0.000918
262,0.000986
263,0.000914
264,0.001326
265,0.001316
266,0.0012
267,0.001025
268,0.001216
269,0.001181
270,0.000985
271,0.000973
272,0.000975
273,0.000989
274,0.001469
275,0.001022
276,0.001039
277,0.001095
278,0.0012
279,0.001298
280,0.001275
281,0.001366
282,0.00119
283,0.001086
284,0.001068
285,0.001104
286,0.001222
287,0.001278
288,0.001632
289,0.001423
290,0.001554
291,0.00122
292,0.001281
293,0.001286
294,0.00113
295,0.001152
296,0.001339
297,0.001243
298,0.001206
299,0.00178
300,0.00136
301,0.001644
302,0.001515
303,0.001362
304,0.001288
305,0.001231
306,0.001318
307,0.001421
308,0.001339
309,0.001929
310,0.001457
311,0.001849
312,0.001679
313,0.001559
314,0.001455
315,0.001301
316,0.001547
317,0.001476
318,0.001347
319,0.001542
320,0.001409
321,0.001725
322,0.001541
323,0.001705
324,0.001407
325,0.001417
326,0.001618
327,0.001518
328,0.001437
329,0.00142
330,0.001722
331,0.002285
332,0.002233
333,0.001505
334,0.001506
335,0.00157
336,0.001465
337,0.001578
338,0.001525
339,0.002212
340,0.002453
341,0.002693
342,0.001685
343,0.001607
344,0.001662
345,0.001601
346,0.001767
347,0.001997
348,0.002123
349,0.001668
350,0.001627
351,0.001716
352,0.001765
353,0.001876
354,0.002178
355,0.002932
356,0.001921
357,0.001742
358,0.0018
359,0.001786
360,0.00168
361,0.002411
362,0.002522
363,0.002149
364,0.001787
365,0.001793
366,0.001856
367,0.001834
368,0.001938
369,0.003268
370,0.002124
371,0.001915
372,0.001975
373,0.001881
374,0.002256
375,0.00237
376,0.002465
377,0.002062
378,0.001918
379,0.002002
380,0.002002
381,0.002211
382,0.002365
383,0.00332
384,0.002153
385,0.00201
386,0.002005
387,0.002112
388,0.002261
389,0.002609
390,0.002361
391,0.00212
392,0.002095
393,0.002056
394,0.002117
395,0.00207
396,0.002396
397,0.002117
398,0.002174
399,0.00216
400,0.002252
401,0.002128
402,0.002396
403,0.002895
404,0.002328
405,0.002278
406,0.002232
407,0.002669
408,0.002364
409,0.002761
410,0.002342
411,0.002268
412,0.00245
413,0.002547
414,0.002226
415,0.002495
416,0.002782
417,0.002351
418,0.002362
419,0.002454
420,0.002342
421,0.002353
422,0.002881
423,0.002421
424,0.002427
425,0.00249
426,0.002416
427,0.002377
428,0.002984
429,0.002855
430,0.002437
431,0.002462
432,0.003093
433,0.002682
434,0.002948
435,0.002768
436,0.002532
437,0.002864
438,0.00272
439,0.002709
440,0.003046
441,0.002665
442,0.002706
443,0.002646
444,0.002622
445,0.003051
446,0.002653
447,0.002673
448,0.002712
449,0.002796
450,0.002706
451,0.003156
452,0.002967
453,0.002864
454,0.002764
455,0.00283
456,0.003308
457,0.004272
458,0.003613
459,0.002776
460,0.002824
461,0.003431
462,0.003105
463,0.002933
464,0.002874
465,0.002896
466,0.003275
467,0.003058
468,0.003044
469,0.002943
470,0.002945
471,0.003326
472,0.00332
473,0.003071
474,0.002993
475,0.003044
476,0.003607
477,0.004663
478,0.003631
479,0.003222
480,0.003329
481,0.003442
482,0.003165
483,0.003179
484,0.003881
485,0.003852
486,0.00486
487,0.003684
488,0.003112
489,0.003681
490,0.003623
491,0.003282
492,0.00363
493,0.0034
494,0.003437
495,0.003443
496,0.003412
497,0.003264
498,0.003778
499,0.003514
500,0.003583
501,0.003385
502,0.003787
503,0.003537
504,0.003445
505,0.003562
506,0.003471
507,0.004945
508,0.004922
509,0.003552
510,0.004128
511,0.003858
512,0.003726
513,0.003764
514,0.003756
515,0.004346
516,0.0036
517,0.003918
518,0.003898
519,0.003774
520,0.003747
521,0.004281
522,0.003657
523,0.004175
524,0.004089
525,0.003721
526,0.003701
527,0.004959
528,0.004252
529,0.003814
530,0.004388
531,0.004682
532,0.003876
533,0.004577
534,0.004288
535,0.003977
536,0.004371
537,0.004046
538,0.004484
539,0.004186
540,0.004141
541,0.004338
542,0.005562
543,0.004593
544,0.004098
545,0.004274
546,0.005038
547,0.004233
548,0.004509
549,0.004566
550,0.004344
551,0.004675
552,0.004757
553,0.00454
554,0.004429
555,0.00448
556,0.006387
557,0.004911
558,0.004314
559,0.00482
560,0.004325
561,0.005052
562,0.005806
563,0.006036
564,0.004286
565,0.00483
566,0.004775
567,0.004509
568,0.004659
569,0.004523
570,0.004359
571,0.004355
572,0.005754
573,0.004415
574,0.005207
575,0.004684
576,0.00478
577,0.005137
578,0.005048
579,0.006391
580,0.005389
581,0.004742
582,0.004575
583,0.004599
584,0.004777
585,0.006993
586,0.005428
587,0.004849
588,0.004733
589,0.005343
590,0.004885
591,0.005308
592,0.004883
593,0.004724
594,0.005502
595,0.004914
596,0.004881
597,0.006019
598,0.004965
599,0.00498
600,0.005175
601,0.004911
602,0.005154
603,0.005125
604,0.005311
605,0.005663
606,0.005116
607,0.005055
608,0.005113
609,0.005349
610,0.005615
611,0.005079
612,0.005296
613,0.005067
614,0.005109
615,0.005214
616,0.005757
617,0.005846
618,0.005513
619,0.005242
620,0.005252
621,0.005584
622,0.005416
623,0.005985
624,0.005446
625,0.005357
626,0.00527
627,0.006204
628,0.005471
629,0.005398
630,0.005494
631,0.005686
632,0.005342
633,0.005869
634,0.00582
635,0.005575
636,0.008369
637,0.005947
638,0.006243
639,0.005717
640,0.005721
641,0.005863
642,0.005711
643,0.006045
644,0.006424
645,0.005911
646,0.006094
647,0.005826
648,0.006282
649,0.00702
650,0.005795
651,0.006329
652,0.00593
653,0.005758
654,0.006496
655,0.006816
656,0.006548
657,0.006977
658,0.005823
659,0.00875
660,0.007433
661,0.006134
662,0.006524
663,0.007671
664,0.006286
665,0.005986
666,0.006385
667,0.006069
668,0.006577
669,0.006394
670,0.00604
671,0.006258
672,0.006437
673,0.006183
674,0.009676
675,0.007764
676,0.006165
677,0.006919
678,0.00687
679,0.00624
680,0.006492
681,0.006383
682,0.00628
683,0.00717
684,0.006675
685,0.007089
686,0.006552
687,0.006404
688,0.007156
689,0.006612
690,0.007518
691,0.006999
692,0.007223
693,0.006836
694,0.006718
695,0.009873
696,0.006698
697,0.007257
698,0.007316
699,0.007085
700,0.00725
701,0.007693
702,0.006825
703,0.007753
704,0.006672
705,0.007118
706,0.007493
707,0.006781
708,0.009335
709,0.007296
710,0.007717
711,0.007756
712,0.007166
713,0.007639
714,0.007744
715,0.007276
716,0.00778
717,0.008393
718,0.007813
719,0.007029
720,0.008072
721,0.007145
722,0.007724
723,0.00819
724,0.0072
725,0.00743
726,0.007126
727,0.008479
728,0.007969
729,0.008057
730,0.007396
731,0.00833
732,0.007478
733,0.007619
734,0.007748
735,0.007661
736,0.007793
737,0.008535
738,0.008306
739,0.008098
740,0.007873
741,0.007885
742,0.007833
743,0.008017
744,0.007944
745,0.008414
746,0.008387
747,0.008454
748,0.008382
749,0.008155
750,0.008044
751,0.008698
752,0.008234
753,0.008703
754,0.008148
755,0.010949
756,0.009867
757,0.008474
758,0.009241
759,0.008797
760,0.008286
761,0.00951
762,0.009184
763,0.009214
764,0.008521
765,0.008038
766,0.008772
767,0.008226
768,0.008591
769,0.008354
770,0.009092
771,0.00833
772,0.008226
773,0.008598
774,0.009052
775,0.008706
776,0.008895
777,0.009082
778,0.009211
779,0.008636
780,0.008341
781,0.009088
782,0.008726
783,0.008367
784,0.008675
785,0.009358
786,0.008978
787,0.009239
788,0.0093
789,0.008552
790,0.011927
791,0.009225
792,0.008826
793,0.008819
794,0.009585
795,0.00986
796,0.01037
797,0.008801
798,0.009126
799,0.009815
800,0.00898
801,0.00949
802,0.009444
803,0.009946
804,0.009063
805,0.009554
806,0.008943
807,0.009237
808,0.009973
809,0.0106
810,0.009415
811,0.009366
812,0.010444
813,0.009423
814,0.009914
815,0.010154
816,0.009733
817,0.009864
818,0.009396
819,0.010463
820,0.009816
821,0.009478
822,0.010588
823,0.010256
824,0.010061
825,0.009913
826,0.009553
827,0.009776
828,0.0106
829,0.009559
830,0.00998
831,0.009462
832,0.010317
833,0.010087
834,0.009818
835,0.010302
836,0.009871
837,0.009742
838,0.010393
839,0.009966
840,0.01143
841,0.010611
842,0.010113
843,0.011106
844,0.010582
845,0.010559
846,0.010503
847,0.010318
848,0.010793
849,0.01046
850,0.00998
851,0.01147
852,0.012245
853,0.011082
854,0.010502
855,0.010667
856,0.010997
857,0.010963
858,0.01078
859,0.010461
860,0.010469
861,0.010532
862,0.011432
863,0.01109
864,0.011196
865,0.011012
866,0.011064
867,0.010545
868,0.011582
869,0.011256
870,0.011478
871,0.010944
872,0.011318
873,0.011348
874,0.011049
875,0.011607
876,0.011221
877,0.011082
878,0.011323
879,0.0113
880,0.011381
881,0.010774
882,0.011401
883,0.015352
884,0.011304
885,0.011929
886,0.012055
887,0.011908
888,0.011553
889,0.012386
890,0.011093
891,0.011708
892,0.011189
893,0.011244
894,0.013127
895,0.011967
896,0.011718
897,0.011964
898,0.01146
899,0.011672
900,0.011366
901,0.011174
902,0.011848
903,0.012462
904,0.013506
905,0.012287
906,0.011511
907,0.012049
908,0.011761
909,0.011968
910,0.011871
911,0.012239
912,0.011879
913,0.012429
914,0.011956
915,0.011786
916,0.012319
917,0.011944
918,0.012609
919,0.011702
920,0.011821
921,0.012976
922,0.011998
923,0.011618
924,0.012468
925,0.011839
926,0.013459
927,0.012069
928,0.01199
929,0.013095
930,0.012136
931,0.012832
932,0.013265
933,0.016805
934,0.015904
935,0.01418
936,0.013328
937,0.013004
938,0.013221
939,0.013535
940,0.013417
941,0.013705
942,0.013251
943,0.015135
944,0.015185
945,0.012734
946,0.015974
947,0.013802
948,0.014127
949,0.013681
950,0.016771
951,0.018974
952,0.015472
953,0.014821
954,0.015742
955,0.014258
956,0.020602
957,0.019269
958,0.013649
959,0.013074
960,0.014428
961,0.014852
962,0.016681
963,0.01612
964,0.014434
965,0.01396
966,0.014012
967,0.014425
968,0.013664
969,0.015293
970,0.014452
971,0.016751
972,0.019398
973,0.017168
974,0.014261
975,0.014446
976,0.014036
977,0.014558
978,0.014327
979,0.015052
980,0.015899
981,0.01469
982,0.014921
983,0.014045
984,0.014127
985,0.013509
986,0.014155
987,0.013802
988,0.013545
989,0.014079
990,0.014014
991,0.01428
992,0.014514
993,0.015172
994,0.014784
995,0.014206
996,0.01539
997,0.014734
998,0.015109
999,0.014617
1000,0.016822
1001,0.01764
1002,0.014983
1003,0.017027
1004,0.015526
1005,0.014863
1006,0.015293
1007,0.015542
1008,0.015306
1009,0.01534
1010,0.015587
1011,0.015018
1012,0.015308
1013,0.015585
1014,0.015609
1015,0.019511
1016,0.016755
1017,0.018042
1018,0.019693
1019,0.017585
1020,0.019672
1021,0.015702
1022,0.015795
1023,0.016329
1024,0.019
1025,0.016254
1026,0.017399
1027,0.016502
1028,0.017067
1029,0.015547
1030,0.016151
1031,0.015573
1032,0.01662
1033,0.015149
1034,0.016431
1035,0.015919
1036,0.016853
1037,0.015389
1038,0.018345
1039,0.017392
1040,0.015697
1041,0.018666
1042,0.017163
1043,0.01564
1044,0.016735
1045,0.015506
1046,0.016807
1047,0.015359
1048,0.015781
1049,0.015588
1050,0.016078
1051,0.016249
1052,0.017011
1053,0.016074
1054,0.016606
1055,0.016185
1056,0.016971
1057,0.016184
1058,0.017157
1059,0.016436
1060,0.016833
1061,0.016572
1062,0.017109
1063,0.017576
1064,0.016526
1065,0.016591
1066,0.016754
1067,0.016783
1068,0.019703
1069,0.017207
1070,0.016692
1071,0.016851
1072,0.016173
1073,0.016512
1074,0.016874
1075,0.017321
1076,0.016751
1077,0.016828
1078,0.017028
1079,0.019169
1080,0.016286
1081,0.017812
1082,0.01696
1083,0.01667
1084,0.018091
1085,0.01712
1086,0.018049
1087,0.017033
1088,0.016701
1089,0.021132
1090,0.01725
1091,0.016537
1092,0.017928
1093,0.016759
1094,0.018056
1095,0.017419
1096,0.018255
1097,0.017278
1098,0.017585
1099,0.017442
1100,0.017348
1101,0.017383
1102,0.018173
1103,0.017219
1104,0.018058
1105,0.017546
1106,0.01783
1107,0.017675
1108,0.018136
1109,0.018593
1110,0.018178
1111,0.018036
1112,0.018646
1113,0.018198
1114,0.01745
1115,0.018052
1116,0.017939
1117,0.017642
1118,0.018901
1119,0.018512
1120,0.018351
1121,0.018008
1122,0.018438
1123,0.017682
1124,0.021605
1125,0.018119
1126,0.018096
1127,0.018501
1128,0.018173
1129,0.018525
1130,0.018012
1131,0.01817
1132,0.017973
1133,0.018571
1134,0.019014
1135,0.018922
1136,0.01873
1137,0.01856
1138,0.018773
1139,0.018014
1140,0.020793
1141,0.018749
1142,0.021577
1143,0.019875
1144,0.01809
1145,0.019139
1146,0.019031
1147,0.018735
1148,0.019329
1149,0.018815
1150,0.021273
1151,0.019036
1152,0.018783
1153,0.019627
1154,0.018932
1155,0.019506
1156,0.01952
1157,0.019276
1158,0.019467
1159,0.018668
1160,0.019127
1161,0.019078
1162,0.020199
1163,0.022739
1164,0.019609
1165,0.019435
1166,0.025037
1167,0.020476
1168,0.019985
1169,0.020173
1170,0.020828
1171,0.019573
1172,0.020662
1173,0.019777
1174,0.019383
1175,0.022242
1176,0.019999
1177,0.019444
1178,0.020138
1179,0.020019
1180,0.020404
1181,0.01992
1182,0.019611
1183,0.02155
1184,0.020672
1185,0.020272
1186,0.021468
1187,0.020408
1188,0.020555
1189,0.021287
1190,0.022883
1191,0.019806
1192,0.021185
1193,0.020049
1194,0.021741
1195,0.020588
1196,0.021045
1197,0.021753
1198,0.020528
1199,0.020775
1200,0.020647
1201,0.02031
1202,0.020416
1203,0.020687
1204,0.020093
1205,0.021035
1206,0.021057
1207,0.020935
1208,0.020521
1209,0.023087
1210,0.021628
1211,0.021011
1212,0.021446
1213,0.021637
1214,0.021392
1215,0.021641
1216,0.021461
1217,0.021036
1218,0.020742
1219,0.022055
1220,0.021029
1221,0.02175
1222,0.022217
1223,0.022121
1224,0.020935
1225,0.021439
1226,0.021705
1227,0.020968
1228,0.021831
1229,0.022002
1230,0.022804
1231,0.021941
1232,0.021751
1233,0.021375
1234,0.021759
1235,0.022755
1236,0.022034
1237,0.021812
1238,0.021917
1239,0.021622
1240,0.022093
1241,0.021948
1242,0.021808
1243,0.021895
1244,0.022138
1245,0.022232
1246,0.026575
1247,0.0258
1248,0.022496
1249,0.022126
1250,0.023131
1251,0.023162
1252,0.022036
1253,0.022578
1254,0.022637
1255,0.022357
1256,0.022623
1257,0.022736
1258,0.02232
1259,0.022709
1260,0.024064
1261,0.022206
1262,0.022973
1263,0.023017
1264,0.023031
1265,0.023089
1266,0.022965
1267,0.023355
1268,0.022753
