1,2e-06,2e-06
2,1e-06,2e-06
3,1e-06,2e-06
4,1e-06,3e-06
5,2e-06,3e-06
6,2e-06,5e-06
7,2e-06,1e-05
8,3e-06,4.4e-05
9,3e-06,2.4e-05
10,3e-06,0.000109
11,3e-06,0.000353
12,3e-06,0.006486
13,4e-06,0.001564
14,4e-06,0.000239
15,5e-06,0.010702
16,5e-06,0.032063
17,7e-06,0.033195
18,7e-06,0.099007
19,7e-06,2.37127
20,9e-06,0.06572
21,8e-06,4.63176
22,9e-06,21.5421
23,9e-06,11.554
24,1.1e-05,29.8066
25,1.1e-05,786.526
